year,L,aL,sigma,sigmatot,gA,gsig,eland,cost1tot,pbacktime,cpricebase,varpcc,rprecaut,rr,rr1,CO2E_GHGabateB,F_Misc,emissrat,UTILITY,MIU,C,K,CPC,I,S,Y,YGROSS,YNET,DAMAGES,DAMFRAC,ABATECOST,MCABATE,CCATOT,PERIODU,CPRICE,TOTPERIODU,RFACTLONG,RSHORT,RLONG,FORC,TATM,TBOX1,TBOX2,RES0,RES1,RES2,RES3,MAT,CACC,IRFt,ECO2,ECO2E,EIND,F_GHGabate,alpha,ppm,abaterat,atfrac2020,atfrac1765,FORC_CO2,scc
2020,7752.9,5.84,0.29135476864600707,0.4078966761044099,0.066,-0.015,5.9,0.1090617323932941,695.1772859016417,6.0,0.0,-0.0,1.0,1.0,9.959999998,-0.054,1.4,6659.474677391106,0.05,99.76404822737955,295.0,12.867965306837384,34.39388930357855,0.2563686497911602,134.1579375309581,134.89143646541945,134.1640326021515,0.7274038632679425,0.005392513285707492,0.006095071193412289,5.760332870050511,633.5,1.7250836089531243,5.760332870050511,13374.400711852675,1000000.0,1.0,1.0,2.7918384642977476,1.24715,0.1477,1.099454,150.093,102.698,39.534,6.1865,886.5128014,334.9871986000001,43.9591365234,42.94120010052435,52.403200098624346,37.33620010052435,0.518,0.4471535905389886,416.2031931455399,4.543205795785135e-05,0.0,0.47121199161464883,2.327838464297747,9.218075914547027
2025,8137.367350850203,6.252676659528908,0.27030248882209557,0.3752136422961714,0.06550685161806313,-0.0144,5.3100000000000005,0.09543026326887588,661.2730895941868,6.788449277343746,0.0005,-0.000225625,0.8790867031950537,0.8780954309205617,10.30624999828125,-0.034062499999999996,1.3881249999999998,,0.1,116.12105329186862,346.1639965247079,14.27010091657422,39.481510427446466,0.25373303295095767,155.60256371931507,156.7434080064376,155.64013667905584,1.1032713273817667,0.00703870957901116,0.03757295974076186,16.610429012740564,692.0561819552605,1.842905751127989,16.610429012740564,13183.13679393109,796820.3301274485,0.045425211663812026,0.045425211663812026,3.0139370800179752,1.424851494800668,0.16507494629034752,1.2597765485103205,162.80657973465853,113.13182128630558,44.757272135685845,7.026635935550082,915.7223090922,364.33387286306044,45.25685006024293,42.910319961537546,52.18594495999067,38.13131996153754,0.536360099981855,0.5118567994991247,429.9165770385916,0.00024146748512793236,0.49882867578747997,0.4735486986487166,2.5116394800361204,59.068341121251315
2030,8481.17060833459,6.69098181228545,0.251524817063623,0.34616102948381117,0.06501738801380214,-0.013824,4.779000000000001,0.08374732639701223,629.0224204524875,7.680507265178139,0.001,-0.00045125,0.7745396070563381,0.7710515858035668,10.6524999985625,-0.014124999999999999,1.37625,,0.23999999715694487,133.81345093962054,401.81393045111014,15.777710073196708,44.877629050208064,0.25114644252395013,178.6910799898286,180.5578629439174,179.06102448740702,1.4968384565103976,0.008290076278623914,0.3699444975784221,64.12156358170196,750.5702546300844,1.9579018172627964,64.12156358170196,12861.462030948382,638169.795692177,0.044404967055604476,0.04491508935970827,3.1948763938306652,1.5463305727291576,0.18331462768918133,1.3630159450399764,174.1088478325252,122.19237785609924,48.35981729162586,7.1091730553137324,939.770216035564,398.8000385945205,46.41766756871283,38.147275561943026,46.24317559113617,34.51523554835607,0.5503882648196045,0.5756333876753699,441.2066741951005,0.002070301984852741,0.4549183757621584,0.4686705996925319,2.658613129011061,69.49357798318084
2035,8786.618184800645,7.156263364162137,0.2347266535787394,0.32025517797649256,0.0645315816547602,-0.013271039999999998,4.301100000000001,0.07370114137493339,598.3446350050658,8.689788998988657,0.0015,-0.000676875,0.6839684848167449,0.6770568744981654,10.998749998843751,0.005812500000000005,1.364375,,0.2746937059057239,153.01507467004345,461.65525304812576,17.41455830352723,50.88759279993828,0.24956805828658368,203.90266746998174,206.37490102209466,204.43128034131118,1.9436206807834813,0.009417912116044555,0.5286128713294469,75.70234538986278,802.5892667600067,2.071488718073032,75.70234538986278,12449.170601003581,513101.917936002,0.04362597790121877,0.04448538554021175,3.3639211521714687,1.6481638940135819,0.20232012603216112,1.4458437679814207,185.44298081827694,131.33220150582017,52.180026828434976,7.719296347104691,964.6745054996368,425.91476126036986,47.356983082513594,38.25467748224277,46.232140083573555,35.13506258071388,0.551200141288474,0.6314610499377945,452.8988288730689,0.0025924764883581944,0.46225109952166876,0.4693241193306791,2.806908510882995,81.09112293283165
2040,9056.484468787621,7.649925132503061,0.21965682912287354,0.2970858613886865,0.06404940521420154,-0.012740198399999998,3.8709900000000004,0.06503472573145694,569.1630228089585,9.831698641742365,0.002,-0.0009025,0.6053540109381833,0.5945205479701953,11.344999999125001,0.025750000000000002,1.3525,,0.30992537486424804,173.8181465449615,527.0407743758722,19.192673177325094,57.452642123035034,0.24842152549370097,231.27078866799653,234.46725673081033,231.9960525775274,2.471204153282927,0.010539655676187202,0.72526390953086,87.34702013363913,854.7547360539742,2.183914637097504,87.34702013363913,11973.048177024068,414061.75350752013,0.04289187402314137,0.04408700766094416,3.529147204729373,1.743557565493648,0.2220494496320648,1.521508115861583,196.7644238975391,140.50437609621514,56.12972824465193,8.390653234343192,989.7891814727494,452.9655545812248,48.26826279732431,38.21172590300517,46.04062252456646,35.54045392985092,0.5507680894920851,0.6893753024603445,464.6897565599763,0.003135994449225583,0.4667758857817027,0.4700637034513502,2.952629115237287,94.04997355779581
2045,9293.783346442808,8.173428357352368,0.20610082048006811,0.2763039124560913,0.06357083156957424,-0.012230590463999998,3.4838910000000007,0.057535466632715596,541.4046146336524,11.123664589932911,0.0025,-0.001128125,0.5369872355398027,0.522045776761017,11.691249999406251,0.0456875,1.340625,,0.34890772176846335,196.3159341257833,598.4755174786923,21.12336029448364,64.60581036079094,0.2476060800832,260.9217444865742,265.0043225156073,261.90856031803463,3.0957621975726717,0.011681930951863428,0.986815831460424,100.42894091174593,906.8616350126175,2.2952913252937184,100.42894091174593,11454.979647309108,335330.8372673098,0.04217950146724637,0.0437055064222046,3.688231582612557,1.8356099225252973,0.2424457090253316,1.5931642134999657,207.97262560375106,149.60862661681543,60.08715155065574,9.032954713533508,1014.7013584847557,480.1602765278618,49.16836058134723,37.82943754870669,45.44152014619457,35.56110302040635,0.5489772877885957,0.7503760784024839,476.3856143120919,0.0037820375354389096,0.46893395406235205,0.47052531202686254,3.0935667948239614,108.49523427408775
2050,9501.598424748781,8.728293215227449,0.1938747857783682,0.2576111216030067,0.0630958338009846,-0.011741366845439997,3.1355019000000004,0.05102681831751864,515.0,12.585405474490715,0.003,-0.00135375,0.47741937304537674,0.45840601130522457,12.037499999687501,0.06562500000000002,1.3287499999999999,,0.3919495447066424,220.61798937963127,676.4228601204501,23.219039525495873,72.38332466954958,0.24704095578697605,293.0013140491809,298.1621286664799,294.33375937307386,3.8283692934060536,0.012839891204588278,1.3324453238929719,115.0735448888403,958.4472316699449,2.405730934758388,115.0735448888403,10912.990127432353,272509.96446707915,0.04148848762812157,0.04333600328985743,3.838810486070161,1.9244372342997413,0.2634371519514385,1.6610000823483027,218.95155732655007,158.52910998584008,63.9273969931648,9.606927234866147,1039.014991540421,507.4322401295238,50.05649364331937,37.055580226592355,44.37498758199612,35.14903686872417,0.54536483359199,0.8144696709896663,487.8004655119348,0.004547574567086474,0.4693136933758635,0.4705684068270652,3.227820652478172,124.54263708820754
2055,9682.961394142814,9.316100333546176,0.1828206618271585,0.24075195904363936,0.06262438518968289,-0.011271712171622397,2.8219517100000004,0.04744956533608882,512.4314267842313,14.239231116397423,0.0035,-0.001579375,0.4254200792165602,0.402524224033637,12.38374999996875,0.08556250000000001,1.316875,,0.42715255704247107,246.83549172280536,761.3375580185854,25.491735603956368,80.87259770472886,0.24678242714729248,327.70808942753416,334.1281559690205,329.44453485741417,4.683621111606331,0.014017439200905247,1.7364454298800018,131.3918941352096,1008.9775683425709,2.515269799503097,131.3918941352096,10361.216793580788,222214.7773418534,0.040806160120682854,0.04297459712283249,3.983156506428259,2.0107469550517427,0.2849689662325052,1.7257779888192375,229.79826599569245,167.36531207599006,67.78059897897603,10.227975210735417,1063.1721522613939,533.8054160811769,50.917063973332866,36.60923783248991,43.70323735419731,34.99269001126678,0.5394594619668095,0.880507150168158,499.14185552178117,0.005298756685907141,0.47049241033566314,0.4709442136880292,3.358134544461449,142.29000612428558
2060,9840.769455788895,9.93849230378298,0.17280211942118176,0.2255067658446422,0.06215645921656042,-0.0108208436847575,2.5397565390000008,0.04422323540669511,509.87566438082155,16.11038303033978,0.004,-0.001805,0.37994272512233224,0.3534546819587812,12.730000000250001,0.10550000000000001,1.305,,0.46450542827188496,275.0900170331518,853.9252031537064,27.954116623606943,90.12296936531055,0.24676824954680743,365.21298639846236,373.13569405668653,367.46045364655623,5.675240410130344,0.01520958863096106,2.2474672480938453,149.50287828972154,1058.899256295966,2.623937462965662,149.50287828972154,9810.715256093383,181814.71795075442,0.040131248878323304,0.042619178592268846,4.12063574111534,2.0945069856231258,0.30698318315643025,1.7875238024666953,240.43129108038266,176.03512613378135,71.55278647905094,10.810257481765461,1086.8294611749805,560.0697951209856,51.76494770241904,35.8879868910545,42.70483278928729,34.52796105090902,0.5322222921857286,0.9496210239812243,510.2485733215871,0.006153853591727886,0.47089093857442804,0.47108301710311684,3.482913448929612,161.84715762234458
2065,9977.733279871927,10.59717519137652,0.16370121443959496,0.2116861329222012,0.061692029560657814,-0.0103880099373672,2.2857808851000008,0.041305879442262154,507.3326488955773,18.227419673340176,0.0045000000000000005,-0.0020306250000000003,0.3400954478295329,0.3103669412654861,13.07625000053125,0.1254375,1.2931249999999999,,0.5040228419142111,305.5159107921632,954.8491400292678,30.61977126693496,100.20513889459916,0.24698037967702863,405.72104968676234,415.42522692708854,408.6108997319594,6.814327195129136,0.016403258043655403,2.8898500451970817,169.51696250287117,1107.8374202383131,2.731767929821454,169.51696250287117,9269.931214673461,149256.5370452668,0.039464316935912645,0.04226863840822926,4.249601838665964,2.1751446211168135,0.32941186689233787,1.8457327542244755,250.76060803451034,184.44740352876892,75.14566521231384,11.31367687375122,1109.6673536493442,586.1700665889689,52.59670861214194,34.862926350771396,41.348447664454184,33.72923124337268,0.5233442719000354,1.0216179686780007,520.9705885677673,0.007122751080892144,0.4704552877836958,0.4708880016241421,3.600820066765929,183.31179268423512
