year,L,aL,sigma,sigmatot,gA,gsig,eland,cost1tot,pbacktime,cpricebase,varpcc,rprecaut,rr,rr1,CO2E_GHGabateB,F_Misc,emissrat,UTILITY,MIU,C,K,CPC,I,S,Y,YGROSS,YNET,DAMAGES,DAMFRAC,ABATECOST,MCABATE,CCATOT,PERIODU,CPRICE,TOTPERIODU,RFACTLONG,RSHORT,RLONG,FORC,TATM,TBOX1,TBOX2,RES0,RES1,RES2,RES3,MAT,CACC,IRFt,ECO2,ECO2E,EIND,F_GHGabate,alpha,ppm,abaterat,atfrac2020,atfrac1765,FORC_CO2,scc
2020,7752.9,5.84,0.29135476864600707,0.4078966761044099,0.066,-0.015,5.9,0.1090617323932941,695.1772859016417,6.0,0.0,-0.0,1.0,1.0,9.959999998,-0.054,1.4,6082.364983933185,0.05,99.7603817498776,295.0,12.86749238992862,34.39755577831837,0.2563959793365863,134.15793752819596,134.89143646541945,134.1640326021515,0.7274038632679435,0.0053925132857075,0.00609507395555234,5.760332870050511,633.5,1.7250418491890462,5.760332870050511,13374.076952577758,1000000.0,0.0,0.0,2.7918384642977476,1.24715,0.1477,1.099454,150.093,102.698,39.534,6.1865,886.5128014,334.98719860000006,43.9591365234,42.94119970659886,52.403199617898245,37.33619975801691,0.518,0.4471535905392645,416.2031931455399,4.543207854750554e-05,0.0,0.47121199161464883,2.327838464297747,50.42470002139126
2025,8137.367350850203,6.252676659528908,0.27030248882209557,0.3752136422961714,0.06550685161806313,-0.0144,5.3100000000000005,0.09543026326887588,661.2730895941868,6.788449277343746,0.0005,-0.000225625,0.8790867031950537,0.8780954309205617,10.30624999828125,-0.034062499999999996,1.3881249999999998,,0.1,116.11950793052118,346.18232889840715,14.269911007322147,39.48552592251318,0.25375481078463324,155.60503385303437,156.74589823549042,155.64260741913915,1.1032908163512838,0.007038722089516703,0.03757356610478807,16.610429012740564,692.0561814180893,1.8428905511423896,16.610429012740564,13183.02806157226,796802.5837891198,0.0454296660019555,0.0454296660019555,3.013941062070543,1.4248527610558241,0.16507497333725055,1.2597777877185736,162.8067591069301,113.13200203472795,44.75746958343011,7.026721638514613,915.7229523636026,364.33322905448665,45.25684310183276,42.91092530483879,52.18655020379382,38.131925356102336,0.536360099152909,0.5118564340902599,429.9168790439449,0.00024146754879585388,0.4988396659038698,0.4735496285237576,2.5116434629176343,58.750037539487636
2030,8481.17060833459,6.69098181228545,0.251524817063623,0.34616102948381117,0.06501738801380214,-0.013824,4.779000000000001,0.08374732639701223,629.0224204524875,7.680507265178139,0.001,-0.00045125,0.7745396070563381,0.7710515858035668,10.6524999985625,-0.014124999999999999,1.37625,,0.23999999285935833,133.8134411913128,401.84483300978945,15.777708923790783,44.88175554527453,0.251163749025858,178.69519673658732,180.56202871519545,179.06514975217874,1.4968789630166899,0.008290109352823849,0.3699530155914349,64.12156174458217,750.5710795610513,1.957901733638657,64.12156174458217,12861.461481621196,638147.558829478,0.04440748178753513,0.04491857389474533,3.1948848701607093,1.5463336573567166,0.18331471174202524,1.363018945614691,174.1092632316945,122.19279578005535,48.360247748560006,7.10931450720492,939.7716212675148,398.7994582935366,46.41766939046792,38.14807210175521,46.24397217672839,34.51603206763008,0.5503882631556752,0.5756334922405288,441.2073339284107,0.0020703019574542826,0.45492717345678196,0.4686719568072329,2.6586216070050352,69.09658396021926
2035,8786.618184800645,7.156263364162137,0.2347266535787394,0.32025517797649256,0.0645315816547602,-0.013271039999999998,4.301100000000001,0.07370114137493339,598.3446350050658,8.689788998988657,0.0015,-0.000676875,0.6839684848167449,0.6770568744981654,10.998749998843751,0.005812500000000005,1.364375,,0.273823442885753,153.0176671441557,461.69413317533264,17.414853351526098,50.894261696124246,0.2495894280711193,203.91192884027993,206.38011507252207,204.43621174067175,1.9439033318503391,0.009419043744438511,0.524282900391811,75.31897550163121,802.5911778816265,2.071508262472824,75.31897550163121,12449.288058349683,513075.7453274785,0.043629210810574165,0.04448878620002161,3.3642295123145023,1.6482629102824875,0.20232230276716046,1.445940607515327,185.45726047037195,131.3466259323272,52.19604785807239,7.727038109563003,964.7269723703346,425.864205511292,47.35643492604111,38.301466332364285,46.28850073908497,35.1781083425602,0.5512001402930302,0.6314273409136786,452.9234612067299,0.0025711242268836127,0.4625561624482112,0.46938837363100694,2.8072168720214723,80.59792170565643
2040,9056.484468787621,7.649925132503061,0.21965682912287354,0.2970858613886865,0.06404940521420154,-0.012740198399999998,3.8709900000000004,0.06503472573145694,569.1630228089585,9.831698641742365,0.002,-0.0009025,0.6053540109381833,0.5945205479701953,11.344999999125001,0.025750000000000002,1.3525,,0.30887910145562475,173.82328998603518,527.0970771831162,19.193241106425113,57.460521195739695,0.24844160471992247,231.28381118177487,234.47477076303102,232.00274944568625,2.472021317344782,0.010542803003070634,0.7189382639113544,86.87570013414883,854.8204501530324,2.1839489382982507,86.87570013414883,11973.236229213511,414035.6578692371,0.04289427714931084,0.044090158937343915,3.5298699621347476,1.7438178745663053,0.22205648984877788,1.5217613847175275,196.79620880710107,140.5364741817057,56.163719994924584,8.403000485432278,989.8994034691635,452.92104668386884,48.26850133456217,38.27080224051858,46.11156883389979,35.59548015346228,0.5508594993764816,0.689390960196887,464.7415039761331,0.0031084677316490306,0.4671353113836685,0.47015650911913637,2.953260462758266,93.43939079371573
2045,9293.783346442808,8.173428357352368,0.20610082048006811,0.2763039124560913,0.06357083156957424,-0.012230590463999998,3.4838910000000007,0.057535466632715596,541.4046146336524,11.123664589932911,0.0025,-0.001128125,0.5369872355398027,0.522045776761017,11.691249999406251,0.0456875,1.340625,,0.34764906327583384,196.32393190783603,598.5481590868648,21.124220846290648,64.61497459172254,0.24762491518999238,260.9389064995586,265.0139717937434,261.91652897159594,3.0974428221474635,0.01168784725266545,0.9776224720373508,99.84990472148418,907.0079077537396,2.295338776117938,99.84990472148418,11455.216457434122,335306.1524124592,0.042181619590602286,0.043708451067995584,3.6894383170966725,1.8360746849793115,0.24246079803755405,1.5936138869417573,208.02646454669758,149.6630166532684,60.1428197937901,9.0506658511001,1014.8829668448562,480.12494090888333,49.16962494020761,37.90386484029289,45.530662728881964,35.631145282998,0.5491693499299412,0.7504645130533755,476.47087645298416,0.0037465569437381105,0.46934716369139245,0.4706496586072346,3.0945814671667327,107.74148051311798
2050,9501.598424748781,8.728293215227449,0.1938747857783682,0.2576111216030067,0.0630958338009846,-0.011741366845439997,3.1355019000000004,0.05102681831751864,515.0,12.585405474490715,0.003,-0.00135375,0.47741937304537674,0.45840601130522457,12.037499999687501,0.06562500000000002,1.3287499999999999,,0.39043499358825856,220.62940241732502,676.5115754183174,23.2202406957815,72.39394253822553,0.24705861763064352,293.02334495555056,298.17385963958054,294.34249673727993,3.8313629023005986,0.012849425858228422,1.319151781729363,114.36291210224776,958.6949961723209,2.4057914746822293,114.36291210224776,10913.264751490116,272487.0585673873,0.0414905761605064,0.04333880525008072,3.840596659180597,1.9251516265434003,0.2634640566914305,1.6616875698519697,219.03315689089368,158.611605181427,64.0098851889365,9.63164708541264,1039.2862943466698,507.408701825651,50.05902185924063,37.149265784427456,44.48690454891831,35.23797354864993,0.545670730125705,0.8146578843222019,487.9278377214413,0.0045018658220882316,0.469790402825913,0.4707297852196731,3.2293009290548924,123.61480810498392
2055,9682.961394142814,9.316100333546176,0.1828206618271585,0.24075195904363936,0.06262438518968289,-0.011271712171622397,2.8219517100000004,0.04744956533608882,512.4314267842313,14.239231116397423,0.0035,-0.001579375,0.4254200792165602,0.402524224033637,12.38374999996875,0.08556250000000001,1.316875,,0.42538090451355365,246.85127347156504,761.4430328582023,25.493365451284813,80.88438113978502,0.24679762485928758,327.73565461135007,334.1420422161593,329.45350815859683,4.688534057562521,0.014031559831460741,1.717853547246764,130.52104469766314,1009.3530858783582,2.5153449711907827,130.52104469766314,10361.526450283623,222193.52304739814,0.04080847878013212,0.04297733004008806,3.985624913393299,2.0117594747986387,0.2850120728700202,1.7267474019286184,229.9138474281026,167.48226813451907,67.89562656665368,10.261306756659215,1063.5530488859345,533.8000369924238,50.921178915392375,36.72391846657117,43.83985769028349,35.10237112746454,0.5398969488391195,0.8808326371262475,499.32068022813826,0.005241582730093571,0.4710357568618569,0.47114637169869594,3.3601654645541803,141.15137349691437
2060,9840.769455788895,9.93849230378298,0.17280211942118176,0.2255067658446422,0.06215645921656042,-0.0108208436847575,2.5397565390000008,0.04422323540669511,509.87566438082155,16.11038303033978,0.004,-0.001805,0.37994272512233224,0.3534546819587812,12.730000000250001,0.10550000000000001,1.305,,0.46243393083101764,275.1115555649363,854.0464021670317,27.9563053276388,90.13553509146196,0.24677961138438165,365.24709065639826,373.1515811969543,367.46868622257966,5.682894974374579,0.015229454357785697,2.2215955661814,148.43755510724517,1059.4311565145917,2.624029942876565,148.43755510724517,9811.061031892381,181794.84793598915,0.04013397708464341,0.04262191092065749,4.123910757979307,2.095874390317823,0.30704763069852664,1.7888267596192964,240.58844714740763,176.19431338950204,71.7076732882817,10.854562714973117,1087.3449965401646,560.0861599744271,51.77095387518784,36.02829112248542,42.87150718314096,34.66300418316897,0.5328084925369346,0.9501256420429917,510.49060870430264,0.006082445618359049,0.47151326535595156,0.47133311943517103,3.4856022654423735,160.45413275564042
2065,9977.733279871927,10.59717519137652,0.16370121443959496,0.2116861329222012,0.061692029560657814,-0.0103880099373672,2.2857808851000008,0.041305879442262154,507.3326488955773,18.227419673340176,0.0045000000000000005,-0.0020306250000000003,0.3400954478295329,0.3103669412654861,13.07625000053125,0.1254375,1.2931249999999999,,0.5016022997035039,305.5451236627331,954.983535465402,30.622699073256346,100.21777356058813,0.24698604590609208,405.7628972233212,415.4427674480055,408.6169225650597,6.825844882945792,0.016430289363022977,2.8540253417385046,168.21628679114272,1108.5606444088899,2.7318813840729157,168.21628679114272,9270.316208250544,149237.76959314468,0.03946760780308801,0.0422714327964831,4.253837769704922,2.176936119654796,0.3295037346797893,1.8474323849750065,250.96860468625601,184.65831602371134,75.34962081886998,11.371989993731443,1110.348531522569,586.212112886321,52.60496908320232,35.034500740957135,41.55167366972397,33.89527280444161,0.5241008254535612,1.0223549089480393,521.2903903861826,0.007033726743546304,0.471172950327962,0.4711952651802325,3.604299444251362,181.61286790365185
